"Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Previous.qualification..grade.","Nacionality","Admission.grade","Displaced","Educational.special.needs","Debtor","Gender","Scholarship.holder","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..approved.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..approved.","Unemployment.rate","Target"
"single","second choice","Communication Design","daytime","Secondary education",160,"Portuguese",100,"no","no","no","male","no",6,NA,6,4,13.9,"Enrolled"
"married","second choice",NA,NA,"Secondary education",130,NA,140,"yes",NA,"no",NA,"no",5,1,5,1,NA,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",110,"Portuguese",126,"yes","no","no","male","no",7,7,7,7,NA,"Enrolled"
"single","second choice","Social Service","daytime","Secondary education",122,"Portuguese",112.6,"yes","no","no","male","no",6,6,6,6,12.7,"Graduate"
"married","second choice","Informatics Engineering","daytime","Secondary education",110,"Portuguese",106.8,"no","no","no","male","no",5,1,5,0,8.9,"Dropout"
"single",NA,"Informatics Engineering",NA,"Secondary education",129,"Portuguese",121.6,"yes","no","no","male","no",5,0,5,NA,7.6,"Enrolled"
"married","second choice","Management (evening attendance)","evening","Secondary education",110,"Portuguese",120,NA,"no","no","male","no",NA,2,5,3,9.4,"Dropout"
"single","second choice","Animation and Multimedia Design",NA,"Secondary education",170,"Portuguese",160.6,"yes","no","no","male","yes",NA,0,0,0,12.7,"Graduate"
"married","second choice","Communication Design","daytime","Other - 11th year of schooling",110,"Portuguese",130,"no",NA,"yes","male","yes",6,0,6,0,15.5,"Dropout"
"single","sixth choice","Social Service (evening attendance)","evening",NA,110,"Portuguese",110,"no",NA,"no","male","no",6,0,5,0,7.6,"Dropout"
"single","second choice","Agronomy","daytime","Secondary education",133.1,NA,110,"yes",NA,"no",NA,"no",NA,0,6,0,16.2,"Dropout"
"single","second choice","Agronomy","daytime","Secondary education",133.1,"Portuguese",145.8,"no","no","no","male","no",6,5,6,5,12.4,"Graduate"
"single","seventh chioce","Animation and Multimedia Design","daytime","Secondary education",126,"Portuguese",130.2,"yes","no","no","male","yes",0,0,0,NA,9.4,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",NA,"Portuguese",122.3,"no","no","no",NA,"yes",6,6,6,6,12.4,"Graduate"
"single","fifth choice",NA,"daytime","Secondary education",117,"Portuguese",125.4,"yes","no","no","male","yes",6,6,6,6,11.1,"Graduate"
"single","second choice","Management (evening attendance)","evening","Secondary education",100,"Portuguese",NA,"no","no","no","male","no",5,4,8,5,NA,"Dropout"
"single","second choice","Equinculture","daytime","Secondary education",120,NA,150,"no","no","no","male","no",6,0,6,0,12.4,"Dropout"
"single","sixth choice","Informatics Engineering","daytime","Secondary education",126,"Portuguese",116.9,"yes","no","yes","male","no",NA,NA,6,3,11.1,"Dropout"
"single","second choice","Informatics Engineering",NA,"Secondary education",122,NA,114.7,"no","no","no","male","no",5,5,5,5,11.1,"Enrolled"
"single","second choice","Agronomy","daytime","Secondary education",111,"Portuguese",95.8,"yes","no","no","male","no",6,0,6,0,15.5,"Dropout"
"single","fifth choice","Informatics Engineering",NA,"Secondary education",139,"Portuguese",133.1,"yes",NA,"no","male","no",5,NA,5,3,7.6,"Enrolled"
"single","second choice",NA,"daytime","Secondary education",150,"Portuguese",NA,"no","no","no",NA,"no",18,18,NA,12,15.5,"Graduate"
NA,"third choice","Management (evening attendance)","evening","Secondary education",116,"Portuguese",118.5,"no","no","no","male","no",5,4,5,5,7.6,"Graduate"
"single","second choice","Nursing",NA,"Secondary education",130,"Portuguese",131.1,"no","no","no","male","no",7,7,9,NA,12.4,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Professional higher technical course",NA,"Portuguese",150.3,"yes","no","no","male","yes",NA,9,9,7,NA,"Graduate"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",132,"Portuguese",120.5,"no","no","no","male","no",NA,4,6,4,13.9,"Enrolled"
NA,"second choice",NA,"daytime",NA,108,NA,105.6,"yes","no","no","male","no",5,5,5,NA,12.4,"Graduate"
"single",NA,"Advertising and Marketing Management","daytime","Secondary education",133.1,"Portuguese",125.3,"no","yes","no","male","yes",6,0,NA,0,12.4,"Dropout"
"divorced","second choice","Tourism","daytime","Secondary education",120,"Portuguese",131,"yes","no","no","male","no",NA,6,6,6,12.4,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",146,"Portuguese",127,"no","no","no","male",NA,8,7,8,7,12.7,"Graduate"
"single","second choice","Equinculture","daytime","Technological specialization course",150,"Portuguese",150,"yes","no","no","male","no",18,12,NA,10,16.2,"Graduate"
"single",NA,"Equinculture",NA,"Secondary education",160,"Portuguese",149.2,"no","no","no","male","no",5,NA,5,5,7.6,"Graduate"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",NA,"Portuguese",121.5,"yes","no","no","male","yes",6,NA,6,5,12.7,"Graduate"
"single","third choice","Veterinary Nursing","daytime","Secondary education",125,"Portuguese",137.3,"no","no","no","male",NA,6,0,6,0,7.6,"Dropout"
"single","fifth choice","Advertising and Marketing Management",NA,"Secondary education",122,NA,119.6,"yes","no","no","male","no",6,NA,6,6,11.1,"Graduate"
"single","second choice","Animation and Multimedia Design",NA,"Secondary education",138,"Portuguese",141.5,"no","no","no","male","no",NA,0,0,0,7.6,"Graduate"
"single","second choice",NA,"daytime","Technological specialization course",NA,"Portuguese",150,"yes","no","no","male","no",6,4,6,4,16.2,"Dropout"
"single","second choice","Agronomy","daytime","Secondary education",140,"Portuguese",110,"no","no",NA,"male","no",6,6,6,6,16.2,"Graduate"
"single","sixth choice","Tourism","daytime","Secondary education",113,"Portuguese",110.2,"yes","no","no","male",NA,6,NA,6,2,9.4,"Dropout"
"single",NA,"Informatics Engineering","daytime","Secondary education",139,"Portuguese",110.3,"no","no","yes","male","no",5,1,5,1,8.9,"Enrolled"
NA,"second choice","Journalism and Communication","daytime","Secondary education",133.1,"Portuguese",120,"no","no","no","male","no",4,0,5,0,9.4,"Dropout"
"single","sixth choice","Management","daytime","Secondary education",118,"Portuguese",114.2,"yes","no","no","male","no",5,3,5,5,12.4,"Graduate"
"single","second choice","Informatics Engineering","daytime","Technological specialization course",140,NA,140,"yes","no","no","male","no",5,0,NA,2,10.8,"Enrolled"
"single","second choice","Agronomy","daytime","Secondary education",144,"Portuguese",132.8,NA,"no","no","male","yes",6,4,NA,4,NA,"Enrolled"
"single","second choice","Journalism and Communication","daytime","Secondary education",125,"Portuguese",121.5,"yes","no","no",NA,"no",6,6,6,6,8.9,"Graduate"
"single",NA,"Animation and Multimedia Design","daytime","Secondary education",131,"Portuguese",NA,"yes","no","yes","male","no",17,13,17,11,NA,"Enrolled"
"single","second choice","Equinculture","daytime","Secondary education",131,NA,128.2,"yes","no","no","male","no",NA,NA,6,6,12.4,"Graduate"
"single","second choice","Journalism and Communication","daytime","Secondary education",140,"Portuguese",133.4,"yes","no","no",NA,"no",6,NA,6,5,11.1,"Enrolled"
"single","second choice","Equinculture","daytime","Secondary education",NA,"Portuguese",120,"yes","no","no","male","no",5,NA,5,3,10.8,"Dropout"
NA,"second choice","Agronomy","daytime","Secondary education",140,"Portuguese",140,"no","no","no","male","no",6,6,6,5,NA,"Enrolled"
"single","sixth choice","Animation and Multimedia Design",NA,"Secondary education",139,"Portuguese",136.9,"yes",NA,"no","male","yes",0,0,0,0,9.4,"Graduate"
"single","fourth choice","Animation and Multimedia Design","daytime","Secondary education",125,"Portuguese",117,"yes","yes","no","male","no",NA,0,0,0,10.8,"Enrolled"
"single","third choice","Advertising and Marketing Management","daytime","Secondary education",NA,"Portuguese",110.7,"yes","no","no","male","no",6,NA,NA,6,11.1,"Enrolled"
NA,"second choice","Equinculture","daytime","Secondary education",150,"Portuguese",160,"yes","no","no","male","no",5,4,5,3,9.4,"Enrolled"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",95,"Portuguese",95,"no","no",NA,"male","no",6,4,6,5,12.7,"Dropout"
"single","second choice","Management","daytime","Secondary education",150,"Portuguese",148.8,"no","no","no","male","yes",5,4,5,4,12.7,"Graduate"
NA,"second choice","Management","daytime","Secondary education",120,NA,NA,"no",NA,"no","male","no",5,0,5,0,9.4,"Dropout"
"single","second choice","Management (evening attendance)","evening","Secondary education",NA,"Portuguese",133.9,"no","no","no",NA,"no",12,8,8,3,7.6,"Dropout"
"single","second choice","Equinculture","daytime",NA,133,"Portuguese",125.7,"yes","no","no","male","yes",6,6,6,6,12.4,"Graduate"
"single","second choice",NA,"daytime","Secondary education",125,"Portuguese",116.6,"no","no","no","male","yes",6,5,6,6,16.2,"Graduate"
NA,"fourth choice","Communication Design","daytime","Secondary education",NA,"Portuguese",141,"yes",NA,"no","male","yes",6,NA,6,6,12.4,"Graduate"
"single","second choice","Informatics Engineering",NA,"Higher education - degree (1st cycle)",130,"Portuguese",130,"no","no","no","male","no",6,6,5,5,11.1,"Dropout"
"single","second choice","Agronomy","daytime",NA,130,NA,130,"no","no",NA,"male","no",12,10,12,9,8.9,"Enrolled"
"single","second choice","Informatics Engineering","daytime","Secondary education",NA,"Portuguese",115.8,"no","no","no","male","no",NA,4,5,0,13.9,"Enrolled"
"single",NA,"Communication Design","daytime","Technological specialization course",140,"Portuguese",140,"yes","no",NA,NA,"no",6,6,6,6,12.4,"Graduate"
"single","sixth choice","Journalism and Communication","daytime","Secondary education",125,"Portuguese",126.1,"yes","no",NA,"male","no",6,5,6,3,9.4,"Enrolled"
NA,"second choice","Animation and Multimedia Design","daytime","Secondary education",135,"Portuguese",137.5,"yes","no","yes","male",NA,0,0,0,0,12.7,"Graduate"
"single","fifth choice","Management","daytime",NA,132,NA,120.8,"yes","no","no","male","yes",5,4,5,2,11.1,"Dropout"
"single","third choice","Social Service","daytime",NA,110,"Portuguese",136.5,"no","no","no","male","no",5,0,5,0,13.9,"Dropout"
"married","second choice","Agronomy","daytime","Secondary education",130,"Portuguese",122,"no","no","yes","male","no",10,6,7,4,15.5,"Dropout"
"single","second choice","Agronomy","daytime","Secondary education",130,"Portuguese",130,"no","no","no",NA,"no",14,8,13,10,15.5,"Dropout"
"single",NA,"Management",NA,"Secondary education",135,"Portuguese",126.3,"no","no","no",NA,NA,5,2,5,3,8.9,"Enrolled"
"single",NA,"Tourism","daytime","Secondary education",133.1,"Portuguese",98,"no","no","no",NA,"no",6,0,6,0,10.8,"Dropout"
"single","fourth choice","Management","daytime","Secondary education",135,"Portuguese",121,"yes","no","no","male","yes",5,5,5,5,13.9,"Graduate"
"single","second choice","Journalism and Communication",NA,"Secondary education",128,"Portuguese",NA,"yes","no","no","male","no",6,3,6,3,15.5,"Enrolled"
"single","second choice","Agronomy","daytime","Secondary education",140,"Portuguese",130,"no",NA,"no","male","no",6,0,6,0,16.2,"Dropout"
"single","third choice",NA,"daytime","Secondary education",135,NA,136.1,"yes","no","no","male","no",6,5,6,5,8.9,"Enrolled"
"single","third choice","Journalism and Communication","daytime","Secondary education",131,"Portuguese",132.8,"yes","no",NA,"male","no",6,6,6,6,13.9,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",131,"Portuguese",126.3,"no","no","no","male","no",7,7,8,8,16.2,"Graduate"
"divorced","second choice","Social Service (evening attendance)","evening","Basic education 3rd cycle (9th/10th/11th year) or equiv.",100,"Portuguese",NA,"no","no",NA,"male","no",8,4,8,4,10.8,"Dropout"
"married","second choice","Management (evening attendance)",NA,"Secondary education",140,NA,118.2,"no","no",NA,"male","no",5,5,5,5,7.6,"Graduate"
"single","second choice","Management","daytime","Secondary education",124,"Portuguese",115.6,NA,"no","no","male",NA,5,NA,NA,NA,9.4,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",130,"Portuguese",NA,"yes",NA,"no","male","no",8,7,NA,7,10.8,"Graduate"
"single","second choice",NA,"daytime","Secondary education",142,"Portuguese",127,"no","no",NA,"male",NA,7,4,7,4,NA,"Dropout"
"married","second choice","Social Service (evening attendance)","evening","Secondary education",150,"Portuguese",140,"no","no","no","male","no",NA,6,6,6,9.4,"Graduate"
"married","second choice","Animation and Multimedia Design","daytime","Other - 11th year of schooling",110,"Portuguese",106,"yes",NA,"no",NA,"no",0,0,0,0,7.6,"Graduate"
NA,"second choice","Nursing","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",NA,"Portuguese",151,"no","no","yes",NA,"no",7,0,8,0,NA,"Dropout"
"single","second choice","Management (evening attendance)","evening","Secondary education",112,"Portuguese",106.4,"no",NA,NA,"male","no",5,0,5,0,8.9,"Dropout"
"married","second choice","Management (evening attendance)","evening","Secondary education",100,"Portuguese",NA,"yes",NA,"no","male","no",NA,4,5,3,7.6,"Dropout"
"single","second choice","Informatics Engineering","daytime","Higher education - degree",130,"Portuguese",130,"no","no","no","male","no",5,0,5,0,10.8,"Dropout"
"married","second choice","Social Service (evening attendance)","evening","Secondary education",NA,NA,NA,"no",NA,"no","female","no",6,4,6,0,10.8,"Dropout"
"married","third choice","Management (evening attendance)","evening",NA,150,"Portuguese",120,"no","no","no","female","no",5,3,5,4,NA,"Enrolled"
"married","third choice","Social Service (evening attendance)","evening",NA,100,"Portuguese",NA,"yes","no","no","female","no",6,NA,6,3,7.6,"Graduate"
"single",NA,"Management","daytime","Secondary education",130,"Portuguese",118.5,NA,"no","no",NA,"no",NA,8,10,10,7.6,"Graduate"
"single","third choice","Social Service","daytime","Secondary education",129,"Portuguese",NA,"yes",NA,"no","male",NA,6,0,5,0,9.4,"Dropout"
"single","third choice","Communication Design","daytime","Secondary education",127,"Portuguese",119.3,"yes","yes","no",NA,"yes",6,4,6,4,12.7,"Dropout"
"single","second choice","Management (evening attendance)","evening","Secondary education",140,"Portuguese",135.8,"yes","no","no","male","no",15,15,NA,14,9.4,"Graduate"
NA,"second choice",NA,"daytime",NA,130,"Portuguese",130,"yes","no","no","male","yes",NA,11,11,11,NA,"Graduate"
"single","second choice","Agronomy","daytime","Secondary education",133.1,"Spanish",129.8,"no","no","no","male","no",7,7,6,5,8.9,"Enrolled"
"single","second choice","Veterinary Nursing","daytime",NA,140,"Portuguese",NA,"no","no","no","male","no",6,0,6,0,16.2,"Dropout"
"married","second choice","Management (evening attendance)","evening","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",111.9,"yes","no","no","male","no",5,0,5,0,7.6,"Dropout"
"single","second choice","Agronomy","daytime","Secondary education",120,"Portuguese",150.1,NA,"no",NA,"male","no",NA,6,6,5,13.9,"Graduate"
"single","second choice","Agronomy","daytime","Secondary education",133.1,"Portuguese",130,"no","no","no","male","no",3,0,4,0,16.2,"Dropout"
"single","third choice","Informatics Engineering",NA,"Secondary education",120,"Portuguese",128,"no","no","no","male","no",2,NA,2,0,7.6,"Dropout"
"single","third choice","Management","daytime","Basic education 2nd cycle (6th/7th/8th year) or equiv.",133.1,NA,NA,"no","no","no","male","no",4,0,5,0,12.7,"Dropout"
"single",NA,"Management (evening attendance)","evening","Secondary education",133.1,"Portuguese",102.5,"no",NA,"no","male","no",5,0,5,0,15.5,"Dropout"
"married","third choice","Advertising and Marketing Management","daytime","Secondary education",100,NA,110,"no","no","no","male","yes",5,5,NA,NA,9.4,"Graduate"
"single","second choice","Agronomy",NA,"Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",114,"no","no","no","male","no",9,6,7,6,15.5,"Dropout"
